"style","brewery_id","beer_name","beer_id","abv","ibu","ounces","brewery_name","brewery_city","brewery_state","num_of_states","popularity"
"German Pilsener",444,"Marble Pilsner",1262,0.047,NA,12,"Marble Brewery","Albuquerque"," NM",21,"high"
"German Pilsener",231,"Fisherman's Pils",2065,0.054,35,12,"Cape Ann Brewing Company","Gloucester"," MA",21,"high"
"German Pilsener",436,"Ol' Factory Pils",1169,0.05,NA,12,"Two Roads Brewing Company","Stratford"," CT",21,"high"
"German Pilsener",393,"Freestyle Pilsner",304,0.055,NA,12,"Santa Fe Brewing Company","Santa Fe"," NM",21,"high"
"German Pilsener",38,"Avery Joe’s Premium American Pilsner",146,0.047,42,12,"Avery Brewing Company","Boulder"," CO",21,"high"
"German Pilsener",49,"Pivo Pils",2462,0.053,NA,12,"Firestone Walker Brewing Company","Paso Robles"," CA",21,"high"
"German Pilsener",50,"Take Two Pils",2568,0.055,35,12,"SweetWater Brewing Company","Atlanta"," GA",21,"high"
"German Pilsener",535,"High Country Pilsner (Current)",511,0.042,NA,12,"Mammoth Brewing Company","Mammoth Lakes"," CA",21,"high"
"German Pilsener",326,"Trauger Pilsner",1757,0.048,NA,12,"Neshaminy Creek Brewing Company","Croydon"," PA",21,"high"
"German Pilsener",483,"Capital Gold Golden Lager",969,0.048,22,16,"Confluence Brewing Company","Des Moines"," IA",21,"high"
"Gose",58,"Here Gose Nothin'",2021,0.05,12,12,"Destihl Brewery","Bloomington"," IL",8,"high"
"Gose",462,"Mo's Gose",1172,0.052,10,16,"Armstrong Brewing Company","South San Francisco"," CA",8,"high"
"Gose",72,"Old Pro",2506,0.042,10,12,"Union Craft Brewing","Baltimore"," MD",8,"high"
"Gose",129,"18th Anniversary Gose",2370,0.044,5,12,"Real Ale Brewing Company","Blanco"," TX",8,"high"
"Gose",385,"Westbrook Gose",1312,0.04,5,12,"Westbrook Brewing Company","Mt. Pleasant"," SC",8,"high"
"Gose",47,"Jammer",2479,0.042,16,12,"Sixpoint Craft Ales","Brooklyn"," NY",8,"high"
"Gose",43,"Gose",2580,0.035,NA,16,"Rising Tide Brewing Company","Portland"," ME",8,"high"
"Gose",172,"Blood Orange Gose",2291,0.042,NA,12,"Anderson Valley Brewing Company","Boonville"," CA",8,"high"
"Gose",172,"the Kimmie, the Yink and the Holy Gose",1738,0.048,NA,12,"Anderson Valley Brewing Company","Boonville"," CA",8,"high"
"Gose",42,"Gose",2584,0.046,8,16,"Lost Nation Brewing","East Fairfield"," VT",8,"high"
"Grisette",372,"Grisette",1363,0.056,25,12,"Sly Fox Brewing Company","Pottstown"," PA",1,"low"
"Hefeweizen",545,"Pyramid Hefeweizen (2011)",399,0.052,18,12,"Pyramid Breweries","Seattle"," WA",23,"high"
"Hefeweizen",149,"Helios Hefeweizen (2013)",1430,0.047,NA,12,"Odyssey Beerwerks","Arvada"," CO",23,"high"
"Hefeweizen",450,"TailGate Hefeweizen",623,0.049,28,24,"TailGate Beer","San Diego"," CA",23,"high"
"Hefeweizen",241,"Golden Road Hefeweizen",1489,0.046,15,16,"Golden Road Brewing","Los Angeles"," CA",23,"high"
"Hefeweizen",545,"Haywire Hefeweizen (2010)",82,0.052,18,16,"Pyramid Breweries","Seattle"," WA",23,"high"
"Hefeweizen",333,"A Slice of Hefen",1741,0.054,15,16,"La Cumbre Brewing Company","Albuquerque"," NM",23,"high"
"Hefeweizen",450,"TailGate Hefeweizen",361,0.049,28,12,"TailGate Beer","San Diego"," CA",23,"high"
"Hefeweizen",293,"On the Count of 3 (2015)",1778,0.07,42,16,"Baxter Brewing Company","Lewiston"," ME",23,"high"
"Hefeweizen",464,"Big Bend Hefeweizen",1155,0.056,NA,12,"Big Bend Brewing Company","Alpine"," TX",23,"high"
"Hefeweizen",121,"Laka Laka Pineapple",2384,0.051,17,12,"Horny Goat Brew Pub","Milwaukee"," WI",23,"high"
"Hefeweizen",103,"King Street Hefeweizen",1666,0.057,10,12,"King Street Brewing Company","Anchorage"," AK",23,"high"
"Hefeweizen",372,"Royal Weisse Ale",22,0.056,11,12,"Sly Fox Brewing Company","Pottstown"," PA",23,"high"
"Hefeweizen",31,"SanTan HefeWeizen",1072,0.05,15,12,"SanTan Brewing Company","Chandler"," AZ",23,"high"
"Hefeweizen",436,"No Limits Hefeweizen",1285,0.05,NA,16,"Two Roads Brewing Company","Stratford"," CT",23,"high"
"Hefeweizen",126,"Weisse Versa",464,0.052,15,12,"Karbach Brewing Company","Houston"," TX",23,"high"
"Hefeweizen",241,"Golden Road Hefeweizen (2012)",548,0.046,15,16,"Golden Road Brewing","Los Angeles"," CA",23,"high"
"Hefeweizen",113,"Black Market Hefeweizen",1897,0.05,8,12,"Black Market Brewing Company","Temecula"," CA",23,"high"
"Hefeweizen",457,"Hips Don't Lie",1204,0.062,NA,16,"Lucette Brewing Company","Menominie"," WI",23,"high"
"Hefeweizen",304,"Elder Betty",1113,0.055,13,12,"Magic Hat Brewing Company","South Burlington"," VT",23,"high"
"Hefeweizen",149,"Heliocentric Hefeweizen",1721,0.047,NA,12,"Odyssey Beerwerks","Arvada"," CO",23,"high"
"Hefeweizen",297,"Hefe Black",1837,0.049,30,12,"Widmer Brothers Brewing Company","Portland"," OR",23,"high"
"Hefeweizen",429,"Schlafly Hefeweizen",588,0.041,16,12,"Schlafly Brewing Company","Saint Louis"," MO",23,"high"
"Hefeweizen",297,"Widmer Brothers Hefeweizen",1836,0.049,30,12,"Widmer Brothers Brewing Company","Portland"," OR",23,"high"
"Hefeweizen",497,"Dry Dock Hefeweizen",872,0.043,12,12,"Dry Dock Brewing Company","Aurora"," CO",23,"high"
"Hefeweizen",234,"Weize Guy",2060,0.05,15,12,"Joseph James Brewing Company","Henderson"," NV",23,"high"
"Hefeweizen",58,"Weissenheimer",2550,0.052,16,12,"Destihl Brewery","Bloomington"," IL",23,"high"
"Hefeweizen",33,"Healani",2480,0.045,NA,12,"James Page Brewing Company","Stevens Point"," WI",23,"high"
"Hefeweizen",538,"Miner's Gold Hefeweizen",472,0.05,NA,12,"Lewis and Clark Brewing Company","Helena"," MT",23,"high"
"Hefeweizen",126,"Weisse Versa (2012)",2374,0.052,16,12,"Karbach Brewing Company","Houston"," TX",23,"high"
"Hefeweizen",228,"El Hefe Speaks",1263,0.053,11,12,"DC Brau Brewing Company","Washington"," DC",23,"high"
"Hefeweizen",541,"Sunny Haze",408,0.05,NA,12,"Mother Earth Brewing Company","Kinston"," NC",23,"high"
"Hefeweizen",220,"Bozone Hefe Weizen",1288,0.06,25,12,"Bozeman Brewing Company","Bozeman"," MT",23,"high"
"Hefeweizen",532,"Dolores River Hefeweizen",524,NA,NA,16,"Dolores River Brewery","Dolores"," CO",23,"high"
"Hefeweizen",150,"Shotgun Betty",2327,0.058,11,12,"Lonerider Brewing Company","Raleigh"," NC",23,"high"
"Hefeweizen",338,"EOS Hefeweizen",1147,0.048,10,12,"Nebraska Brewing Company","Papillion"," NE",23,"high"
"Hefeweizen",60,"Beach Cruiser",2547,0.045,NA,12,"Latitude 42 Brewing Company","Portage"," MI",23,"high"
"Hefeweizen",508,"Dry Heat Hefeweizen (2006)",131,0.055,NA,12,"Mudshark Brewing Company","Lake Havasu City"," AZ",23,"high"
"Hefeweizen",557,"Heinnieweisse Weissebier",52,0.049,NA,12,"Butternuts Beer and Ale","Garrattsville"," NY",23,"high"
"Hefeweizen",31,"SanTan HefeWeizen (2010)",286,0.05,15,12,"SanTan Brewing Company","Chandler"," AZ",23,"high"
"Hefeweizen",50,"Waterkeeper",2551,0.057,NA,12,"SweetWater Brewing Company","Atlanta"," GA",23,"high"
"Herbed / Spiced Beer",382,"Bermuda Triangle Ginger Beer",1554,0.045,NA,12,"Swashbuckler Brewing Company","Manheim"," PA",8,"high"
"Herbed / Spiced Beer",213,"Mjöllnir",1804,0.066,NA,12,"Crow Peak Brewing Company","Spearfish"," SD",8,"high"
"Herbed / Spiced Beer",31,"Rail Slide Imperial Spiced Ale",839,0.081,NA,12,"SanTan Brewing Company","Chandler"," AZ",8,"high"
"Herbed / Spiced Beer",235,"UFO Gingerland",2059,0.052,15,12,"Harpoon Brewery","Boston"," MA",8,"high"
"Herbed / Spiced Beer",101,"Christmas Ale",2439,0.09,NA,12,"West Sixth Brewing","Lexington"," KY",8,"high"
"Herbed / Spiced Beer",45,"Fistmas Ale",418,0.061,31,12,"Revolution Brewing Company","Chicago"," IL",8,"high"
"Herbed / Spiced Beer",351,"Chai Ale",1649,0.051,15,16,"Central Coast Brewing Company","San Luis Obispo"," CA",8,"high"
"Herbed / Spiced Beer",531,"Original Orange Blossom Ale (Current)",27,0.058,35,16,"Buckbean Brewing Company","Reno"," NV",8,"high"
"Herbed / Spiced Beer",45,"Rosa Hibiscus Ale",609,0.058,15,12,"Revolution Brewing Company","Chicago"," IL",8,"high"
"Irish Dry Stout",532,"Dolores River Dry Stout",447,NA,NA,16,"Dolores River Brewery","Dolores"," CO",5,"low"
"Irish Dry Stout",500,"Mystical Stout",826,0.054,NA,16,"Wildwood Brewing Company","Stevensville"," MT",5,"low"
"Irish Dry Stout",282,"Lucky Buck",1890,0.04,34,16,"Bolero Snort Brewery","Ridgefield Park"," NJ",5,"low"
"Irish Dry Stout",26,"Ring of Dingle",1128,0.071,27,16,"Sun King Brewing Company","Indianapolis"," IN",5,"low"
"Irish Dry Stout",454,"Chuli Stout",1213,0.059,55,12,"Denali Brewing Company","Talkeetna"," AK",5,"low"
"Irish Red Ale",366,"Roller Dam Red Ale (2010)",189,0.054,30,16,"Great River Brewery","Davenport"," IA",10,"high"
"Irish Red Ale",366,"Owney Irish Style Red Ale",1064,0.05,30,16,"Great River Brewery","Davenport"," IA",10,"high"
"Irish Red Ale",274,"Hydraulion Red",1913,0.053,22,12,"Three Notch'd Brewing Company","Charlottesville"," VA",10,"high"
"Irish Red Ale",176,"Fat Badger",1633,0.058,NA,12,"Spiteful Brewing Company","Chicago"," IL",10,"high"
"Irish Red Ale",432,"Station 33 Firehouse Red",1305,0.055,NA,12,"North Country Brewing Company","Slippery Rock"," PA",10,"high"
"Irish Red Ale",454,"Single Engine Red",929,0.058,46,12,"Denali Brewing Company","Talkeetna"," AK",10,"high"
"Irish Red Ale",18,"Rivet Irish Red Ale",950,0.051,22,16,"Tin Man Brewing Company","Evansville"," IN",10,"high"
"Irish Red Ale",442,"Rustic Red",1268,0.052,23,16,"Pateros Creek Brewing Company","Fort Collins"," CO",10,"high"
"Irish Red Ale",441,"BRIK Irish Red Ale",365,0.048,NA,16,"MillKing It Productions","Royal Oak"," MI",10,"high"
"Irish Red Ale",393,"Santa Fe Irish Red Ale",599,0.045,NA,12,"Santa Fe Brewing Company","Santa Fe"," NM",10,"high"
"Irish Red Ale",366,"Roller Dam Red Ale",864,0.054,30,16,"Great River Brewery","Davenport"," IA",10,"high"
"Irish Red Ale",309,"Rollin Dirty Red Ale",1800,0.05,21,12,"Brew Bus Brewing","Tampa"," FL",10,"high"
"Kölsch",120,"Colorado Kölsch",92,0.049,17,12,"Steamworks Brewing Company","Durango"," CO",22,"high"
"Kölsch",235,"Harpoon Summer Beer",1380,0.05,28,12,"Harpoon Brewery","Boston"," MA",22,"high"
"Kölsch",180,"Sky Blue Golden Ale",427,0.051,NA,12,"Carolina Brewery","Pittsboro"," NC",22,"high"
"Kölsch",196,"Post Time Kölsch",2204,0.05,NA,16,"Breakside Brewery","Portland"," OR",22,"high"
"Kölsch",235,"Harpoon Summer Beer (2010)",192,0.05,28,12,"Harpoon Brewery","Boston"," MA",22,"high"
"Kölsch",406,"Laimas Kölsch Style Ale",1452,0.05,20,16,"Fate Brewing Company","Boulder"," CO",22,"high"
"Kölsch",434,"Gateway Kolsch Style Ale",1300,0.053,32,12,"French Broad Brewery","Asheville"," NC",22,"high"
"Kölsch",241,"Cabrillo Kölsch",1034,0.05,NA,16,"Golden Road Brewing","Los Angeles"," CA",22,"high"
"Kölsch",529,"Rocket Girl",550,0.032,27,12,"Asheville Brewing Company","Asheville"," NC",22,"high"
"Kölsch",132,"Three Kings Ale",650,0.049,13,12,"Stevens Point Brewery","Stevens Point"," WI",22,"high"
"Kölsch",324,"Geary's Summer Ale",1311,0.06,NA,12,"D.L. Geary Brewing Company","Portland"," ME",22,"high"
"Kölsch",28,"Honey Kolsch",2217,0.046,15,16,"450 North Brewing Company","Columbus"," IN",22,"high"
"Kölsch",289,"Saint Archer Blonde",1864,0.048,22,12,"Saint Archer Brewery","San Diego"," CA",22,"high"
"Kölsch",258,"Kol' Beer",1969,0.05,22,16,"South Austin Brewery","South Austin"," TX",22,"high"
"Kölsch",201,"Occidental Kölsch",1081,0.045,NA,16,"Occidental Brewing Company","Portland"," OR",22,"high"
"Kölsch",126,"Love Street Summer Seasonal (2014)",1235,0.047,20,12,"Karbach Brewing Company","Houston"," TX",22,"high"
"Kölsch",35,"Ballast Point Pale Ale",1401,0.052,23,12,"Ballast Point Brewing Company","San Diego"," CA",22,"high"
"Kölsch",473,"Summertime Ale",681,0.052,23,16,"Crystal Springs Brewing Company","Boulder"," CO",22,"high"
"Kölsch",161,"Sunbru Kölsch",2309,0.052,17,12,"Four Peaks Brewing Company","Tempe"," AZ",22,"high"
"Kölsch",546,"Lancaster German Style Kölsch",195,0.048,28,12,"Lancaster Brewing Company","Lancaster"," PA",22,"high"
"Kölsch",538,"Yellowstone Golden Ale",475,0.051,NA,12,"Lewis and Clark Brewing Company","Helena"," MT",22,"high"
"Kölsch",200,"Easy Day Kolsch",1514,0.045,25,12,"Worthy Brewing Company","Bend"," OR",22,"high"
"Kölsch",413,"Sand Island Lighthouse",1410,0.051,25,12,"Straight to Ale","Huntsville"," AL",22,"high"
"Kölsch",34,"Kolschtal Eddy",2035,0.055,NA,16,"The Dudes' Brewing Company","Torrance"," CA",22,"high"
"Kölsch",161,"Sunbru Kölsch",178,0.052,NA,12,"Four Peaks Brewing Company","Tempe"," AZ",22,"high"
"Kölsch",554,"Heiner Brau Kölsch",129,0.05,NA,12,"Covington Brewhouse","Covington"," LA",22,"high"
"Kölsch",442,"Old Town Ale",696,0.045,22,16,"Pateros Creek Brewing Company","Fort Collins"," CO",22,"high"
"Kölsch",389,"Kentucky Kölsch",1535,0.043,NA,16,"Alltech's Lexington Brewing Company","Lexington"," KY",22,"high"
"Kölsch",4,"Claritas",2662,0.058,28,16,"Mike Hess Brewing Company","San Diego"," CA",22,"high"
"Kölsch",5,"KSA",2659,0.046,17,12,"Fort Point Beer Company","San Francisco"," CA",22,"high"
"Kölsch",235,"Harpoon Summer Beer (2012)",769,0.05,28,12,"Harpoon Brewery","Boston"," MA",22,"high"
"Kölsch",102,"Rhode Island Blueberry",2438,0.046,11,12,"Coastal Extreme Brewing Company","Newport"," RI",22,"high"
"Kölsch",469,"Side Kick Kölsch",1087,0.05,NA,12,"Peace Tree Brewing Company","Knoxville"," IA",22,"high"
"Kölsch",237,"Killer Kolsch",2055,0.05,22,12,"Champion Brewing Company","Charlottesville"," VA",22,"high"
"Kölsch",251,"Enlighten",2019,0.045,NA,16,"Chapman's Brewing","Angola"," IN",22,"high"
"Kölsch",415,"Kölsch 151",1408,0.049,16,12,"Blue Mountain Brewery","Arrington"," VA",22,"high"
"Kölsch",92,"LIFT",1816,0.047,11,12,"Madtree Brewing Company","Cincinnati"," OH",22,"high"
"Kölsch",37,"FMB 101",1968,0.048,20,12,"Figueroa Mountain Brewing Company","Buellton"," CA",22,"high"
"Kölsch",310,"Thanksgiving Ale",1798,0.05,NA,12,"Sockeye Brewing Company","Boise"," ID",22,"high"
"Kölsch",6,"32°/50° Kölsch ",2654,0.048,NA,16,"COAST Brewing Company","Charleston"," SC",22,"high"
"Kölsch",165,"Dog Days Summer Ale",1552,0.045,28,12,"Round Guys Brewing","Lansdale"," PA",22,"high"
"Kölsch",354,"Aslan Kölsch",1640,0.048,NA,16,"Aslan Brewing Company","Bellingham"," WA",22,"high"
"Keller Bier / Zwickel Bier",185,"Luchesa Lager",2070,0.048,35,12,"Oasis Texas Brewing Company","Austin"," TX",3,"low"
"Keller Bier / Zwickel Bier",3,"House Lager",2673,0.052,18,16,"Jack's Abby Craft Lagers","Framingham"," MA",3,"low"
"Keller Bier / Zwickel Bier",62,"Hell",14,0.051,20,16,"Surly Brewing Company","Brooklyn Center"," MN",3,"low"
"Kristalweizen",37,"Weiss Weiss Baby",2591,0.045,NA,12,"Figueroa Mountain Brewing Company","Buellton"," CA",1,"low"
"Light Lager",146,"Shark Tracker Light lager",2338,0.048,NA,12,"Cisco Brewers","Nantucket"," MA",8,"high"
"Light Lager",508,"Up River Light",326,0.042,NA,12,"Mudshark Brewing Company","Lake Havasu City"," AZ",8,"high"
"Light Lager",188,"Lobo Lito",2238,0.04,12,12,"Pedernales Brewing Company","Fredericksburg"," TX",8,"high"
"Light Lager",300,"DAX Light (1998)",958,0.045,NA,12,"Matt Brewing Company","Utica"," NY",8,"high"
"Light Lager",250,"Montauk Light",2024,0.035,NA,12,"Southampton Publick House","Southampton"," NY",8,"high"
"Light Lager",130,"American Light",2231,0.032,13,12,"Straub Brewery","St Mary's"," PA",8,"high"
"Light Lager",144,"Gansett Light",2345,0.037,10,16,"Narragansett Brewing Company","Providence"," RI",8,"high"
"Light Lager",300,"Saranac Adirondack Light (2002)",959,0.045,NA,12,"Matt Brewing Company","Utica"," NY",8,"high"
"Light Lager",391,"Havanüther",1526,0.041,NA,16,"Orlison Brewing Company","Airway Heights"," WA",8,"high"
"Light Lager",135,"Minhas Light (2012)",2358,0.04,NA,12,"Minhas Craft Brewery","Monroe"," WI",8,"high"
"Light Lager",146,"Sankaty Light Lager",359,0.038,NA,12,"Cisco Brewers","Nantucket"," MA",8,"high"
"Light Lager",135,"Boxer Light",2275,0.042,NA,12,"Minhas Craft Brewery","Monroe"," WI",8,"high"
"Low Alcohol Beer",523,"Scotty K NA",606,0.001,NA,16,"Uncommon Brewers","Santa Cruz"," CA",1,"low"
"Märzen / Oktoberfest",144,"Narragansett Fest Lager",314,0.055,15,16,"Narragansett Brewing Company","Providence"," RI",19,"high"
"Märzen / Oktoberfest",310,"Socktoberfest",1482,0.06,NA,16,"Sockeye Brewing Company","Boise"," ID",19,"high"
"Märzen / Oktoberfest",372,"Oktoberfest Lager",166,0.058,25,12,"Sly Fox Brewing Company","Pottstown"," PA",19,"high"
"Märzen / Oktoberfest",121,"Oktoberfest",2383,0.06,NA,16,"Horny Goat Brew Pub","Milwaukee"," WI",19,"high"
"Märzen / Oktoberfest",126,"Karbachtoberfest",1458,0.055,25,12,"Karbach Brewing Company","Houston"," TX",19,"high"
"Märzen / Oktoberfest",327,"Morgan Street Oktoberfest",1617,0.049,24,12,"Morgan Street Brewery","Saint Louis"," MO",19,"high"
"Märzen / Oktoberfest",44,"Oktoberfest",2373,0.062,NA,12,"Rivertowne Brewing Company","Export"," PA",19,"high"
"Märzen / Oktoberfest",94,"Franz",1992,0.052,21,12,"Rhinegeist Brewery","Cincinnati"," OH",19,"high"
"Märzen / Oktoberfest",480,"AARGHtoberfest!",989,0.06,30,12,"Heavy Seas Beer","Halethorpe"," MD",19,"high"
"Märzen / Oktoberfest",235,"Harpoon Octoberfest",1313,0.055,30,12,"Harpoon Brewery","Boston"," MA",19,"high"
"Märzen / Oktoberfest",357,"Manayunk Oktoberfest",1626,0.067,NA,12,"Manayunk Brewing Company","Philadelphia"," PA",19,"high"
"Märzen / Oktoberfest",301,"Samuel Adams Octoberfest",1281,0.053,15,12,"Boston Beer Company","Boston"," MA",19,"high"
"Märzen / Oktoberfest",26,"Sun King Oktoberfest",874,0.055,23,16,"Sun King Brewing Company","Indianapolis"," IN",19,"high"
"Märzen / Oktoberfest",352,"Westfield Octoberfest",1645,0.057,22,12,"Westfield River Brewing Company","Westfield"," MA",19,"high"
"Märzen / Oktoberfest",380,"Autumn Winds",1567,0.058,NA,16,"Grey Sail Brewing of Rhode Island","Westerly"," RI",19,"high"
"Märzen / Oktoberfest",75,"Atom Smasher",1042,0.077,23,12,"Two Brothers Brewing Company","Warrenville"," IL",19,"high"
"Märzen / Oktoberfest",132,"Point Oktoberfest",1357,0.057,15,16,"Stevens Point Brewery","Stevens Point"," WI",19,"high"
"Märzen / Oktoberfest",166,"Great Crescent Oktoberfest Lager",930,0.057,25,16,"Great Crescent Brewery","Aurora"," IN",19,"high"
"Märzen / Oktoberfest",227,"Oktoberfest",2079,0.055,40,16,"Chatham Brewing","Chatham"," NY",19,"high"
"Märzen / Oktoberfest",361,"OktoberBeast",1579,0.072,22,12,"Aviator Brewing Company","Fuquay-Varina"," NC",19,"high"
"Märzen / Oktoberfest",393,"Santa Fe Oktoberfest",307,NA,NA,12,"Santa Fe Brewing Company","Santa Fe"," NM",19,"high"
"Märzen / Oktoberfest",366,"Oktoberfest",539,0.059,25,16,"Great River Brewery","Davenport"," IA",19,"high"
"Märzen / Oktoberfest",142,"Oktoberfest",2011,0.055,NA,12,"Cigar City Brewing Company","Tampa"," FL",19,"high"
"Märzen / Oktoberfest",108,"Gyptoberfest",1613,0.056,26,12,"Bonfire Brewing Company","Eagle"," CO",19,"high"
"Märzen / Oktoberfest",45,"Oktoberfest Revolution",417,0.057,25,12,"Revolution Brewing Company","Chicago"," IL",19,"high"
"Märzen / Oktoberfest",87,"Autumn Winds Fest Beer",2461,0.058,NA,16,"Grey Sail Brewing Company","Westerly"," RI",19,"high"
"Märzen / Oktoberfest",132,"Point Oktoberfest",456,0.057,15,12,"Stevens Point Brewery","Stevens Point"," WI",19,"high"
"Märzen / Oktoberfest",384,"Festie",369,0.048,12,12,"Starr Hill Brewery","Crozet"," VA",19,"high"
"Märzen / Oktoberfest",26,"Sun King Oktoberfest (2011)",526,0.055,23,16,"Sun King Brewing Company","Indianapolis"," IN",19,"high"
"Märzen / Oktoberfest",31,"Oktoberfest",1995,0.055,NA,12,"SanTan Brewing Company","Chandler"," AZ",19,"high"
"Maibock / Helles Bock",127,"Humbucker Helles",2367,0.047,25,16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX",5,"low"
"Maibock / Helles Bock",546,"Rumspringa Golden Bock",392,0.066,30,12,"Lancaster Brewing Company","Lancaster"," PA",5,"low"
"Maibock / Helles Bock",310,"Sockeye Maibock",1181,0.064,NA,12,"Sockeye Brewing Company","Boise"," ID",5,"low"
"Maibock / Helles Bock",84,"Yonder Bock",1919,0.06,NA,12,"Sierra Nevada Brewing Company","Chico"," CA",5,"low"
"Maibock / Helles Bock",531,"Roler Bock (Current)",504,NA,NA,16,"Buckbean Brewing Company","Reno"," NV",5,"low"
"Mead",423,"Yellow Collar",1372,0.059,NA,12,"Blue Dog Mead","Eugene"," OR",2,"low"
"Mead",422,"Black Raspberry Nectar",1373,0.08,NA,16,"Redstone Meadery","Boulder"," CO",2,"low"
"Mead",423,"Green Collar",1371,0.059,NA,12,"Blue Dog Mead","Eugene"," OR",2,"low"
"Mead",422,"Nectar of the Hops",1375,0.08,NA,16,"Redstone Meadery","Boulder"," CO",2,"low"
"Mead",422,"Sunshine Nectar",1374,0.08,NA,16,"Redstone Meadery","Boulder"," CO",2,"low"
"Milk / Sweet Stout",413,"Lily Flagg Milk Stout",925,0.05,30,12,"Straight to Ale","Huntsville"," AL",9,"high"
"Milk / Sweet Stout",230,"Milkshake Stout",363,0.05,NA,16,"Rochester Mills Brewing Company","Rochester"," MI",9,"high"
"Milk / Sweet Stout",144,"Autocrat Coffee Milk Stout",1775,0.053,30,16,"Narragansett Brewing Company","Providence"," RI",9,"high"
"Milk / Sweet Stout",311,"Black Bay Milk Stout",1797,0.05,NA,12,"Pine Street Brewery","San Francisco"," CA",9,"high"
"Milk / Sweet Stout",46,"Buffalo Sweat",765,0.05,20,16,"Tallgrass Brewing Company","Manhattan"," KS",9,"high"
"Milk / Sweet Stout",266,"Milk Mustachio Stout",1937,0.065,NA,12,"Tractor Brewing Company","Albuquerque"," NM",9,"high"
"Milk / Sweet Stout",2,"35 K",2684,0.077,25,16,"Against the Grain Brewery","Louisville"," KY",9,"high"
"Milk / Sweet Stout",46,"Buffalo Sweat (2010)",102,0.05,20,16,"Tallgrass Brewing Company","Manhattan"," KS",9,"high"
"Milk / Sweet Stout",1,"Maggie's Leap",2691,0.049,26,16,"NorthGate Brewing ","Minneapolis"," MN",9,"high"
"Milk / Sweet Stout",557,"Moo Thunder Stout",50,0.049,NA,12,"Butternuts Beer and Ale","Garrattsville"," NY",9,"high"
"Munich Dunkel Lager",136,"Dead Eye Dunkel",1462,0.06,15,12,"Pug Ryan's Brewery","Dillon"," CO",3,"low"
"Munich Dunkel Lager",372,"Dunkel Lager",23,0.053,21,12,"Sly Fox Brewing Company","Pottstown"," PA",3,"low"
"Munich Dunkel Lager",126,"Mother in Lager",1560,0.058,25,12,"Karbach Brewing Company","Houston"," TX",3,"low"
"Munich Dunkel Lager",108,"Dirtbag Dunkel",1184,0.049,NA,16,"Bonfire Brewing Company","Eagle"," CO",3,"low"
"Munich Helles Lager",327,"When Helles Freezes Over",1756,0.056,18,12,"Morgan Street Brewery","Saint Louis"," MO",13,"high"
"Munich Helles Lager",526,"Bomb Lager (New Recipe)",577,0.051,NA,12,"Bomb Beer Company","New York"," NY",13,"high"
"Munich Helles Lager",35,"Longfin Lager",1019,0.046,NA,12,"Ballast Point Brewing Company","San Diego"," CA",13,"high"
"Munich Helles Lager",136,"Hideout Helles",1463,0.069,17,12,"Pug Ryan's Brewery","Dillon"," CO",13,"high"
"Munich Helles Lager",526,"Bomb Lager (Old Recipe)",513,0.045,27,12,"Bomb Beer Company","New York"," NY",13,"high"
"Munich Helles Lager",429,"Schlafly Summer Lager",53,0.045,17,12,"Schlafly Brewing Company","Saint Louis"," MO",13,"high"
"Munich Helles Lager",500,"Ambitious Lager",813,0.05,NA,16,"Wildwood Brewing Company","Stevensville"," MT",13,"high"
"Munich Helles Lager",177,"Rahr's Blonde",2269,0.046,NA,12,"Rahr & Sons Brewing Company","Fort Worth"," TX",13,"high"
"Munich Helles Lager",73,"Atwater's Lager",527,0.05,12,12,"Atwater Brewery","Detroit"," MI",13,"high"
"Munich Helles Lager",372,"Helles Golden Lager",1123,0.049,18,12,"Sly Fox Brewing Company","Pottstown"," PA",13,"high"
"Munich Helles Lager",146,"Summer of Lager",657,0.062,NA,12,"Cisco Brewers","Nantucket"," MA",13,"high"
"Munich Helles Lager",193,"Lake House",1910,0.046,18,16,"Capital Brewery","Middleton"," WI",13,"high"
"Munich Helles Lager",67,"Bat Outta Helles",2524,0.042,20,12,"Freetail Brewing Company","San Antonio"," TX",13,"high"
"Munich Helles Lager",244,"The Gilded Age",2037,0.045,NA,12,"Two Henrys Brewing Company","Plant City"," FL",13,"high"
"Munich Helles Lager",254,"Twisted Helles Summer Lager",1208,0.055,18,12,"Frankenmuth Brewery","Frankenmuth"," MI",13,"high"
"Munich Helles Lager",142,"Hotter Than Helles Lager",570,0.05,NA,12,"Cigar City Brewing Company","Tampa"," FL",13,"high"
"Munich Helles Lager",376,"Bikini Blonde Lager",33,0.045,18,12,"Maui Brewing Company","Lahaina"," HI",13,"high"
"Munich Helles Lager",477,"Hangar 24 Helles Lager",1015,0.043,14,12,"Hangar 24 Craft Brewery","Redlands"," CA",13,"high"
"Munich Helles Lager",193,"Lake House",2225,0.046,18,12,"Capital Brewery","Middleton"," WI",13,"high"
"Munich Helles Lager",358,"Cleveland Beer Week 2013",1627,0.053,NA,16,"Buckeye Brewing","Cleveland"," OH",13,"high"
"Oatmeal Stout",22,"Pole Barn Stout",2616,0.055,31,16,"Three Pints Brewing","Martinsville"," IN",14,"high"
"Oatmeal Stout",479,"Coffee Oatmeal Stout",311,0.06,54,12,"Good People Brewing Company","Birmingham"," AL",14,"high"
